CODLINHA,NOMELINHA,CODVEICULO,NUMEROCARTAO,DATAUTILIZACAO,COMPLETENESS,CONSISTENCY,CONFORMITY
,OPER S/LINHA,EM634,,,40,20,25
7KF6,STA. FELICIDADE,03069,,,60,40,25
,V. CUBAS,6EO977,4897285811896w,25/10/15 08:49:44,80,40,25
WY7,INTERBAIRROS IV,,3479994,31/12/25 00:11:05,80,20,75
3,,DS182J,,25-10-15 19:46:7,60,20,0
,SÃO BERNARDO,,,,20,20,0
Q0,,,,31/01/59 23:29:54,40,0,25
Q,GRAMADOS,,,,40,20,0
,OPER S/LINHA,8KP812,,25/10/15 06:29:55,60,40,25
812,SÃO BRAZ,45781,,25/10/15 07:23:22,80,60,75
,OP. CONTIGENCIA,,,31/11/97 23:02:04,40,20,25
371,TERMINAL PINHEIRINHO,F17536,3512755,25/10/15 16:07:14,100,60,75
6VV3,OPER S/LINHA,43613,3502890,30/12/50 16:03:15,100,20,75
ARA,,OH669,,,40,20,50
,OP. CONTIGENCIA,J9O1374,,25-10-15 00:29:3,60,40,0
7,,,3494940,11/01/99 00:13:47,60,0,50
,,,,25/10/15 21:27:58,20,20,25
,,,6344668,,20,0,25
C633,OPER S/LINHA,06035,,06/12/48 00:09:42,80,40,50
000,,,3504391,,40,20,50
I,OPER S/LINHA,,73625765639,25-10-15 06:19:19,80,40,0
000,S.RITA/PINHEIRIN,7P354,3507699,,80,40,50
OPC,OPER S/LINHA,58391,8962800525,25/10/15 12:28:34,100,60,100
,PINHEIRINHO,76Z236V,3507699,25/10/15 12:28:37,80,40,50
000,,,04411238457,,40,20,25
000,,691733,3719021385F,,60,20,25
,,DU430,58261y,,40,0,25
,,AA005,,,20,20,25
OPC,,,3523151,,40,20,50
,,,3524771,07/10/18 05:04:29,40,0,50
,,03058,,05/04/94 21:09:07,40,20,50
,,477423,5445530,,40,0,25
7G7,,84975,675,13/11/70 22:15:04,80,0,100
,,238802H,,25-10-15 16:06:0,40,20,0
,BARREIRINHA,,91247,25-10-15 15:0:30,60,40,25
000,INTERBAIRR II H,Z00861,3521490,,80,40,50
71,,,88355932587683,,40,0,0
V9,OPER S/LINHA,G88020,32671985W,,80,20,0
,NILO PEÇANHA,MN610,,,40,40,25
,INTERBAIRR II H,03007,5880,25/10/15 18:50:37,80,60,75
G,,5869996,,,40,0,0
4,OPER S/LINHA,,3849996558R,,60,20,0
000,OPER S/LINHA,,3481492,03/11/97 00:02:00,80,60,75
,,,3482780,,20,0,25
TPH,,AKX0573,,08/07/14 00:06:39,60,20,50
,OPER S/LINHA,,720143866813,,40,20,0
000,,,3482780,03/09/38 15:07:08,60,20,75
,,,3482141,,20,0,25
,,QYI0786,3482141,25-10-15 14:16:36,60,20,25
000,TRABALHADOR,NK391,00,,80,40,75
,OPER S/LINHA,SCZ062,,,40,20,0
684,,,3536509,25-10-15 19:00:37,60,40,50
6,,03007,3536509,25/10/15 17:43:49,80,40,75
,OPER S/LINHA,GB607,3538592,25/10/15 17:27:07,80,60,75
,OPER S/LINHA,OF570,8451360765A,,60,20,25
,OPER S/LINHA,,,22/11/19 03:03:01,40,20,25
,,29653,,,20,0,25
,INTERBAIRROS III,,,,20,20,0
X1A,INTERBAIRROS III,7W440,10013,,80,20,50
Z3,,51308,,31/10/23 14:21:02,60,0,50
,MARIA ANGÉLICA,01021,3560824,25/10/15 11:56:15,80,60,75
M5876,OP. CONTIGENCIA,03733,,14/04/53 17:07:18,80,20,50
12N,OPER S/LINHA,,3554044,14/10/43 15:01:09,80,20,75
,,,3563570,31/11/93 17:05:37,40,0,50
6LB71,PASSAÚNA,29396,3563570,,80,20,50
,PASSAÚNA,ZQ162,,28/11/10 16:16:05,60,20,50
,OPER S/LINHA,NB508R,,25-10-15 21:08:00,60,40,0
000,,GD816,,,40,20,50
,,2AN139,,25-10-15 00:40:03,40,20,0
,OPER S/LINHA,,3567505,,40,20,25
000,OPER S/LINHA,,3567505,13/12/79 00:07:09,80,60,75
ARA,SISTEMA ARAUCARIA,00237,3551329,25-10-15 1:01:08,100,100,75
000,,48Y111Q,841490932888,25/10/15 17:07:28,80,40,50
,,SWC524,,,20,0,0
7RM0,LUIZ NICHELE,,,,40,20,0
000,,10557,3555038,30/11/13 00:06:57,80,20,100
OPC,OP. CONTIGENCIA,,,,40,60,25
,,80329,4807308243217m,,40,0,25
000,,,3546764,,40,20,50
Z,,8Z283X,3546764,25-10-15 00:0:09,80,20,25
R692,FAZENDINH/PORTÃO,,,07/11/90 19:24:38,60,20,25
000,OPER S/LINHA,02084,,25-10-15 22:03:25,80,100,50
,OPER S/LINHA,,,,20,20,0
,OPER S/LINHA,,,31/04/42 16:02:03,40,20,25
,OPER S/LINHA,787735,,,40,20,0
260,,,3549960,03/10/64 07:01:03,60,20,75
000,,03007,3549960,25-10-15 20:2:31,80,60,75
,TUBO XAXIM,2H245,3551960,25/10/15 10:37:12,80,40,50
,BAIRRO NOVO B,DC091,,25/10/15 12:10:40,60,60,50
ZWG,,JC564,18519,25/10/15 16:39:33,80,20,100
,,06043,,25-10-15 11:18:0,40,40,25
76,OPER S/LINHA,,,25/10/15 11:01:46,60,40,25
,,,,,0,0,0
TQ1,INTERBAIRROS V,,,25/10/15 09:50:17,60,40,50
545,,KA600,932V,04/12/20 07:12:04,80,40,75
,OPER S/LINHA,,3562817,29/02/70 09:59:02,60,20,50
,ALTO BOQUEIRÃO,I3J3402,,,40,20,0
4,,,,31/09/67 22:00:10,40,0,25
040,INTERBAIRROS IV,ESS145C,3555323,25-10-15 20:19:0,100,80,50
,,,3555323,30/04/14 00:49:15,40,0,50
,B.ALTO/BOA VISTA,8T707,,,40,20,0
,,LC852,897692886621,30/12/26 00:27:39,60,20,50
860,V. SANDRA,,,30/05/17 00:09:36,60,60,50
WCNJJ,,,,,20,0,0
226,,,,,20,20,25
,OPER S/LINHA,03010,,25-10-15 2:01:5,60,60,25
,OPER S/LINHA,EK844,,,40,20,25
,,,,05/10/87 00:00:12,20,0,25
QVY7,,MS816,,25-10-15 22:00:35,60,20,25
266,,,,23/12/91 14:51:55,40,20,50
,,,3565887,25/10/15 16:56:07,40,20,50
U3C,,67375,3560108,,60,0,75
,,,,25-10-15 20:03:03,20,20,0
,OPER S/LINHA,621031L,,25-10-15 20:2:3,60,40,0
225,OPER S/LINHA,,,25/10/15 21:03:24,60,60,50
372,OPER S/LINHA,BC002,999581,,80,60,75
,INTERBAIRROS V,,0014714920,,40,20,25
000,OPER S/LINHA,32O5312,,25-10-15 12:1:6,80,80,25
876LG,,LC020,4611810321,25-10-15 23:29:35,80,40,50
,,Z958058,,,20,0,0
A2O7,OPER S/LINHA,,,25-10-15 00:45:03,60,40,0
,,S26500J,795349112680K,,40,0,0
,OPER S/LINHA,26L110,,25-10-15 00:04:00,60,40,0
0ON,,,1722466,,40,0,50
,,01835,1809,,40,0,50
,,,7506702M,,20,0,0
463,,,1196193,,40,20,50
,,EA190,,,20,20,25
3V,OPER S/LINHA,11W0744,470384662,09/08/47 18:43:01,100,20,50
,MONTANA,99738,,04/10/53 13:26:06,60,20,50
236,SÃO BENEDITO,,4899849V,05/01/08 00:08:06,80,60,50
658,OPER S/LINHA,07001,277948o,25/10/15 05:46:05,100,80,75
,OPER S/LINHA,,990285,25/10/15 15:54:57,60,40,50
,,,1877789,25/10/15 16:48:56,40,20,50
40RP,HIGIENÓPOLIS,,,,40,20,0
,OPER S/LINHA,,1385640,,40,20,25
Y46,OP. CONTIGENCIA,53500,1652241,,80,20,75
65G9,,AE036,0752255518237N,,60,0,25
EJT6,,,,25/10/15 10:39:33,40,20,25
OPC,M.HERMES/STA.EFI,39950,5457273356666,25/10/15 05:08:25,100,60,75
06JN,OPER S/LINHA,,1205962,25-10-15 13:2:48,80,40,25
7,OSTERNACK/BOQ.,5F072,,30/11/75 10:01:09,80,20,25
X,,,0489A,25-10-15 00:16:3,60,20,0
,OPER S/LINHA,13690,,,40,20,25
616,,,1217132,25/10/15 10:05:38,60,40,75
000,OPER S/LINHA,YP081Y,1217132,,80,60,50
,OPER S/LINHA,,,25/10/15 10:05:44,40,40,25
,,,27708e,,20,0,0
OPC,,35962,65923,25-10-15 02:07:0,80,40,75
,OPER S/LINHA,WL527,,25-10-15 11:04:7,60,40,25
,NOVO MUNDO,8L244E,,,40,20,0
655,OPER S/LINHA,HA001,,,60,60,50
000,OPER S/LINHA,,3912460,,60,60,50
4J,,HA020,1994402,25-10-15 00:54:6,80,40,50
,,R26668Q,,25-10-15 01:32:35,40,20,0
205,OPER S/LINHA,4L154,1864955,25-10-15 08:53:9,100,60,50
638,S.RITA/PINHEIRIN,GA147,,11/06/92 13:10:57,80,60,75
H5F5,C.COMPRIDO/CIC,,0670942908949D,,60,20,0
000,,,1210833,,40,20,50
000,,6MG719,,,40,20,25
000,,,724,,40,20,50
,,,1962492,,20,0,25
5M3YP,,00185,457302003023k,,60,20,25
,,03060,,01/06/49 00:08:12,40,20,50
,PQ.INDUSTRIAL,HA031,,,40,40,25
020,OPER S/LINHA,,1826410,,60,40,50
000,OPER S/LINHA,,1533980,07/10/54 00:09:15,80,60,75
W9R,,WV099,,04/05/07 00:04:49,60,0,75
,OPER S/LINHA,,1533980,,40,20,25
124,AVERDE/ABRANCHES,,37998531489Z,25-10-15 10:21:11,80,40,25
OPC,,2T3431,,25-10-15 00:09:07,60,40,25
S757O,,CB019,,,40,0,25
TPH,,28D6749,1541471,25-10-15 23:08:36,80,40,50
V508V,V. ESPERANÇA,,1541471,,60,20,25
8E99,,716424,0563876750,25-10-15 5:9:50,80,20,25
,TERMINAL PINHEIRINHO,0TX974,,25-10-15 15:42:07,60,40,0
,OPER S/LINHA,1OP271T,,25/10/15 12:09:28,60,40,25
,,00934,,,20,0,25
646,CANAL BELÉM,,,,40,40,25
,,8LT072,97774,,40,0,25
,POMPÉIA / JANAÍNA,,,30/12/51 14:27:08,40,20,25
,OPER S/LINHA,,,25/10/15 14:06:30,40,40,25
000,OPER S/LINHA,MT942,,,60,60,50
,INTERBAIRROS IV,80367,00806270c,25/10/15 08:55:27,80,40,50
040,OPER S/LINHA,JB499,78208619422,25-10-15 13:07:01,100,80,50
,C.COMP/C.RASO,,,08/10/87 02:04:05,40,20,25
,CENT./BOQUEIRÃO ,DA022,2150314,25-10-15 01:8:23,80,60,50
522,,,506444039404,25-10-15 00:29:11,60,40,25
56O9,,V87627,1967297F,07/10/79 18:08:11,80,0,25
,,,652145204,,20,0,25
,,,5872031922O,,20,0,0
000,OPER S/LINHA,40E377,,25-10-15 22:06:40,80,80,25
CQM49,,,2095048,25/10/15 17:36:22,60,20,50
611,,,,25-10-15 00:9:06,40,40,25
2,CENTENÁRIO/HAUER,DA029,,,60,40,25
,OPER S/LINHA,51326,,25/10/15 13:37:47,60,40,50
7,CANAL BELÉM,HA027,3,,80,40,50
0CJ9F,CABRAL / PORTÃO,HA603,823F,25-10-15 21:29:05,100,60,25
,OP. CONTIGENCIA,79766,1285357,25-10-15 10:5:0,80,40,50
,,,,23/10/56 00:06:08,20,0,25
,,,8705890637864R,25/10/15 15:38:50,40,20,25
000,,05312,896K,,60,40,50
000,OPER S/LINHA,,1813594,,60,60,50
000,INTERBAIRROS IV,99111Z,1813594,25-10-15 00:01:13,100,60,50
,OPER S/LINHA,,,,20,20,0
617,,,1721706,25/10/15 11:25:46,60,40,75
,OPER S/LINHA,BN391,1721706,,60,20,50
,OPER S/LINHA,09021,1721706,25/10/15 19:17:12,80,60,75
,TERMINAL PINHEIRINHO,,3722602260,25-10-15 08:7:25,60,40,25
000,OPER S/LINHA,JK258,79308202,,80,60,75
27P,,,833048,,40,0,50
901,,EC032,7806507833628,25-10-15 00:9:9,80,40,50
214,,BN408,,30/10/77 23:26:08,60,40,75
01Z0,OPER S/LINHA,00065,517025,,80,40,50
000,OPER S/LINHA,03014,,25-10-15 00:04:51,80,100,50
,OPER S/LINHA,DBF918G,,31/04/18 11:07:07,60,20,25
216,FAZENDINH/PORTÃO,,358856E,,60,40,25
534,,86052,811,,60,20,75
,,,571461,25/10/15 06:28:30,40,20,50
12W,S.RITA/PINHEIRIN,12131,,25-10-15 6:16:1,80,40,50
,OPER S/LINHA,KEH698,1788033,,60,20,25
000,OPER S/LINHA,HVO574N,7,08/10/54 18:06:11,100,60,75
,,SR405,,02/10/50 14:12:42,40,0,50
,POMPÉIA / JANAÍNA,ILC934I,1057356,25/10/15 12:28:25,80,40,50
000,,,,,20,20,25
314,OPER S/LINHA,,0868857403G,25-10-15 09:03:09,80,40,25
616,PORT/ST.BER-LVER,,1606523,25-10-15 00:01:13,80,80,50
,RIO BONITO,42X4669,1606523,25-10-15 23:20:34,80,40,25
000,,58W1057,604706,25/10/15 12:48:11,80,40,75
1,,00J564A,1348101,25-10-15 02:05:23,80,20,25
,,09058,8746857871035,25-10-15 21:3:09,60,40,25
19MJ0,,G983906,998y,25-10-15 11:1:06,80,20,0
,ALTO TARUMÃ,TV919,747346,01/08/64 14:52:22,80,20,75
3625,,9048277,2C,,60,0,0
,FANNY,EA196,966281,25/10/15 07:28:09,80,60,75
685,OPER S/LINHA,1N1863,1168706,25-10-15 00:9:07,100,60,50
N8,OP. CONTIGENCIA,37I187,,,60,20,0
,,,1286494,25-10-15 04:35:6,40,20,25
366,JD. KOSMOS,7Q2434,,25-10-15 12:8:33,80,60,25
,,HA285,2150185,,40,20,50
170,,YF661X,066K,,60,20,25
685,V. NORI,69582,1415608,,80,40,75
,OPER S/LINHA,PO603,,,40,20,25
166,CENTENÁRIO/HAUER,,5033005437,25/10/15 14:31:15,80,60,75
000,OPER S/LINHA,,56832463938,,60,60,25
,,,,29/10/64 15:04:03,20,0,25
,STA.FEL/SCÂNDIDA,G0Z061,1994100,,60,20,25
,OPER S/LINHA,,5581208223,,40,20,25
,INTERBAIRROS IV,,,30/12/55 00:30:23,40,20,25
631,,,2014017,,40,20,50
,OPER S/LINHA,8M282,,25-10-15 07:06:10,60,40,0
,SOLITUDE,,1834687,31/09/62 10:24:19,60,20,50
,CAMPO ALEGRE,,,25-10-15 00:26:00,40,40,0
916,OPER S/LINHA,5C4148,075591901,,80,40,50
,OPER S/LINHA,9235836,,07/12/64 05:07:59,60,20,25
OPC,GABINETO,89610,05030911689002,,80,40,50
,GABINETO,AA017,,25-10-15 23:8:1,60,60,25
,OPER S/LINHA,08059,1197808,,60,40,50
,,,,25/10/15 17:50:25,20,20,25
621,,HA285,,,40,40,50
60,,,830218490x,,40,0,0
,OPER S/LINHA,,,25-10-15 07:4:33,40,40,0
,OPER S/LINHA,980897,,25-10-15 11:51:37,60,40,0
,,06029,449988017695,,40,20,25
ARA,,,1578034,,40,20,50
000,,2WG580,,25-10-15 22:29:05,60,40,25
1W2,OPER S/LINHA,,1457583,25/10/15 11:13:48,80,40,75
000,INTERBAIRR II H,RB585,,,60,40,50
,OPER S/LINHA,73Q489,,01/12/78 00:07:03,60,20,25
,OPER S/LINHA,,,,20,20,0
G0,OPER S/LINHA,,414460314,,60,20,25
,OPER S/LINHA,DQ0311,97872360,20/03/37 08:01:07,80,20,50
YNIGM,OPER S/LINHA,,95271543937U,25-10-15 23:30:03,80,40,0
SBO,OP. CONTIGENCIA,PG185,231514,25-10-15 14:09:08,100,40,75
000,,,78015,,40,20,50
,ALTO BOQUEIRÃO,6IH819,68970325859,25-10-15 11:6:58,80,40,0
629,OP. CONTIGENCIA,,820,,60,40,50
,OPER S/LINHA,,0969149683197f,,40,20,0
000,OPER S/LINHA,,0304720348,,60,60,50
,OPER S/LINHA,RYP050J,,25/10/15 05:33:33,60,40,25
N2708,OPER S/LINHA,,1284168,,60,20,25
226,,47837,1284168,25-10-15 00:25:02,80,40,75
000,OPER S/LINHA,,7480,,60,60,50
,,58260,440195,08/11/10 00:08:01,60,0,75
020,BIGORRILHO,,,25-10-15 4:12:02,60,60,25
RZ,DETRAN/V.MACHADO,RX763,1027221,25-10-15 4:4:08,100,40,50
,,YD560,1027221,25-10-15 07:07:4,60,20,50
,OP. CONTIGENCIA,19130,,,40,20,25
646,OPER S/LINHA,,,25/10/15 07:25:26,60,60,50
915,OPER S/LINHA,,,,40,40,25
9CB,OPER S/LINHA,,1520100,,60,20,50
534,,,,31/12/96 23:05:13,40,20,50
F0,,,2103685,25-10-15 0:19:07,60,20,25
000,,00010,,25-10-15 5:2:09,60,60,50
646,OPER S/LINHA,HA027,3315,,80,60,75
523,SÃO BERNARDO,,,03/04/29 08:39:03,60,40,50
,OPER S/LINHA,91852,,25-10-15 0:5:03,60,40,25
,AHÚ/LOS ANGELES,,32422620316,,40,20,0
,OP. CONTIGENCIA,MG533,8788v,25-10-15 21:07:07,80,40,25
,,0W158,,25/10/15 07:37:57,40,20,25
OPC,,BC186,,25-10-15 00:1:00,60,60,50
,,,2075492,,20,0,25
,PALMEIRA,BN502,,25/10/15 07:50:16,60,40,50
,BANES/CALIFÓRNIA,LH195,1279886,25-10-15 21:10:12,80,40,50
,MATEUS LEME,,916517,,40,20,25
000,OPER S/LINHA,92269,2166853,,80,60,75
F7P6M,INTERBAIRROS IV,7QZ341,0879063496669J,,80,20,0
6CU3,OSTERN/S.CERCADO,,874134,,60,20,25
,,,,,0,0,0
OPC,INTERBAIRR II H,,,25-10-15 06:25:7,60,60,25
021,,052121,2072790,,60,20,50
000,,DA013,,,40,40,50
,OPER S/LINHA,S87392,3026141237B,,60,20,0
000,SISTEMA ARAUCARIA,005685R,6927268617a,25/10/15 13:20:30,100,60,50
000,SÃO BRAZ,OV893,534,,80,40,75
O9A,,,,01/06/97 00:00:09,40,0,50
000,,09026,73381590T,25-10-15 1:05:52,80,60,50
,CARBOMAFRA,03047,1461694,26/11/49 20:02:00,80,40,75
,,9M960,1461694,,40,0,25
,,00042,1461694,25/10/15 21:51:38,60,40,75
OPC,OPER S/LINHA,GE864,,,60,40,50
,,NI318,1418835,25-10-15 5:25:42,60,20,50
URB1,STA. FELICIDADE,7E7360,155509256555L,25-10-15 4:41:21,100,40,0
000,,W3Y748,,,40,20,25
H1X9,OPER S/LINHA,HA031,642561533B,13/12/34 00:08:08,100,40,50
Q,,,341565658717,08/03/55 22:01:45,60,0,25
I,IGUAPE II,,2139922,25-10-15 00:51:04,80,40,25
3XO,,00042,2139922,,60,20,75
OPC,OSTERNACK/BOQ.,,8130649n,,60,40,25
5OIK,OSTERNACK/BOQ.,184881,74140818733k,25-10-15 8:01:06,100,40,0
FE71X,SISTEMA ARAUCARIA,,,25-10-15 03:4:6,60,40,0
861,OPER S/LINHA,W314796,,,60,40,25
000,,09033,1256986,,60,40,75
545,TRABALHADOR,JA300,,25-10-15 23:30:9,80,100,50
OPC,,,56363a,,40,20,25
5L,V. NORI,AA006,1312769,25-10-15 05:54:6,100,60,50
000,M.HERMES/STA.EFI,3R700,2202223,25/10/15 12:04:23,100,60,75
ARA,NOVO MUNDO,EM794,,09/08/69 04:01:09,80,40,75
000,OPER S/LINHA,,,25/10/15 20:05:59,60,80,50
,INTERBAIRR II H,YDK332,,25-10-15 18:00:00,60,40,0
,,BC913,,25/10/15 12:27:25,40,40,50
,RUA XV / BARIGUI,V9A692E,,,40,20,0
2M,,H12752U,3695935488421I,25-10-15 21:06:14,80,20,0
,OPER S/LINHA,D73976A,4524,,60,20,25
T213W,OP. CONTIGENCIA,,,,40,20,0
000,,278457A,,,40,20,25
049O,,,97223y,,40,0,0
000,RIO BONITO,,1178885,,60,40,50
336,OPER S/LINHA,3UB155,,31/12/38 00:46:01,80,40,50
000,,06061,,25-10-15 06:1:9,60,60,50
000,,,6K,,40,20,25
,ITATIAIA,GP678O,2073944,25-10-15 00:04:32,80,40,25
DWZX2,,EA196,8766765054,,60,20,50
6H,,PM115,7,09/06/95 00:03:10,80,0,75
TFA,,,94142k,25/10/15 10:50:25,60,40,50
,,,,,0,0,0
OPC,,HA026,,25/10/15 12:40:14,60,60,75
,OP. CONTIGENCIA,,1580096,06/11/72 00:02:40,60,20,50
FRF31,,VK445,1580096,03/12/66 21:04:05,80,0,75
,,QM832,1580096,31/02/64 20:07:01,60,0,75
,,AA019,,06/08/62 01:01:05,40,20,50
OPC,ABAETÉ,KS218,1356000,,80,40,75
000,,32854,,25-10-15 00:0:03,60,40,50
332,,,,,20,20,25
000,,D65570,2218278,25-10-15 04:04:04,80,40,50
27U,OPER S/LINHA,,,,40,20,25
OPC,OP. CONTIGENCIA,51157,033899,25/10/15 19:10:50,100,80,100
,,,45807338107A,,20,0,0
000,,226496,2231591,,60,20,50
000,OPER S/LINHA,03014,,,60,80,50
000,OPER S/LINHA,,2263459,,60,60,50
,OPER S/LINHA,5EB304,,,40,20,0
170,OPER S/LINHA,,8707914441911,25-10-15 20:21:06,80,60,25
AQ,TRABALHADOR,,,25/10/15 11:20:42,60,40,25
000,OPER S/LINHA,IB417,,,60,60,50
,OPER S/LINHA,05048,95389155,25-10-15 15:50:2,80,60,50
000,OP. CONTIGENCIA,,2242878,25-10-15 00:0:1,80,60,50
,,,,04/11/61 03:08:36,20,0,25
2,OPER S/LINHA,85759,6G,,80,20,25
000,,,71K,,40,20,25
,INTERBAIRROS IV,03041,,,40,40,25
A754,,QB961,2238853,25/10/15 13:39:13,80,20,75
,OP. CONTIGENCIA,,,25/10/15 18:10:22,40,40,25
,,YD354,58895432374469,25/10/15 12:24:53,60,20,50
000,,ZM808,704331387559,25/10/15 17:43:01,80,40,75
000,JD. LUDOVICA,,07293979144u,25-10-15 00:59:0,80,60,25
,,,,31/11/63 00:31:16,20,0,25
,,66974,9787413684431,31/12/18 07:04:48,60,0,50
965,,,2280090,,40,20,50
,OPER S/LINHA,MC851,2280090,,60,40,50
IC0,ABRANCHES,BC310,2280090,25-10-15 12:1:28,100,60,75
,,6JW1613,2299916,,40,0,25
000,,112726S,2299916,25/10/15 16:29:16,80,40,75
92,,,2303922,31/01/47 13:01:08,60,0,50
7EC,BAIRRO NOVO A,GA158,91,30/12/44 04:02:14,100,40,100
000,OPER S/LINHA,,32153130169P,,60,60,25
,,HE195,,,20,0,25
000,OPER S/LINHA,,,25-10-15 21:00:05,60,80,25
000,OPER S/LINHA,,,,40,60,25
,OPER S/LINHA,OV374,2306612,,60,20,50
5399,OPER S/LINHA,,2306612,25/10/15 09:49:12,80,40,50
,,,85,25/10/15 06:25:23,40,20,50
H,,VZ996,,25/10/15 13:30:36,60,20,50
L2,V. SANDRA,,,,40,20,0
275,STA.FEL/SCÂNDIDA,,2321621,25-10-15 00:40:17,80,40,50
,OPER S/LINHA,B78608,1217701789727,25/10/15 19:15:56,80,40,25
,,27669,3F,,40,0,25
535,OSTERNACK/BOQ.,,2270590,25-10-15 23:7:56,80,80,50
8JL,,JB301,,,40,20,50
000,OPER S/LINHA,,0678574905992G,25/10/15 20:03:18,80,80,50
84L,BAIRRO NOVO A,,,31/04/24 08:16:07,60,20,50
,OPER S/LINHA,7A689V,329670983407D,25-10-15 00:21:55,80,40,0
000,OPER S/LINHA,,893129t,,60,60,25
000,OPER S/LINHA,73023,2323872,25-10-15 22:9:48,100,80,75
,,,249310043706,,20,0,0
020,OPER S/LINHA,,760179390424,25-10-15 9:31:20,80,60,25
XP9P,,7C321,,25/10/15 19:04:25,60,20,25
,OPER S/LINHA,06055,87,25/10/15 07:19:44,80,60,75
,ALTO BOQUEIRÃO,MN401,9468U,25/10/15 15:15:18,80,60,50
000,BUTIATUVINHA,52W0149,2278085,17/12/67 17:01:22,100,40,75
OPC,OP. CONTIGENCIA,NY346,577,25-10-15 21:32:4,100,80,75
H038Z,OPER S/LINHA,,2335174,,60,20,25
X1MF0,,,,25/10/15 18:02:23,40,20,25
680,RURBANA,HA002,2317260,31/02/95 00:42:36,100,80,100
YQG,OPER S/LINHA,E6U664,40932480391P,,80,20,25
7J4,,98343,98827199725i,25-10-15 00:06:07,80,20,50
,,,2342810,25-10-15 00:22:06,40,20,25
,,,2378414,,20,0,25
,,12Y339,2378414,,40,0,25
000,,2E895,2378414,25/10/15 17:47:08,80,40,75
,,,,,0,0,0
000,OPER S/LINHA,03047,2378414,,80,80,75
,,,,25/10/15 06:55:01,20,20,25
,OPER S/LINHA,291258,2352583,25-10-15 04:6:0,80,40,25
1,OPER S/LINHA,03050,2356880,07/05/56 07:19:04,100,40,75
,,,,25/10/15 22:49:35,20,20,25
,,00004,2385312,25/10/15 15:06:42,60,40,75
030,,543455,4e,25/10/15 13:41:50,80,40,50
000,,27390,2406399,25/10/15 08:04:38,80,40,100
,,27946,58999526R,25-10-15 22:2:06,60,20,25
000,OPER S/LINHA,72245Z,,,60,60,25
,,E7P811U,2392796,,40,0,25
000,OPER S/LINHA,,,25/08/06 17:00:00,60,60,50
000,,,0711515303,25/10/15 10:32:01,60,40,75
,OPER S/LINHA,,2390457,,40,20,25
619,STA. RITA / CIC,,1290815186291X,25/10/15 18:07:35,80,80,50
,CANAL BELÉM,J7D552P,0050w,,60,20,0
,OPER S/LINHA,,,06/11/95 23:01:09,40,20,25
,OP. CONTIGENCIA,HA020,,25-10-15 16:02:22,60,60,25
I82,OPER S/LINHA,,2408952,,60,20,50
V,C.COMP/C.RASO,15642,,,60,20,25
639,,GA152,,25-10-15 00:00:08,60,60,50
ZH2X,UMBARÁ,,2486401,,60,20,25
,,39585,05y,25-10-15 00:2:44,60,20,25
I,V. CUBAS,EJ588,,,60,20,25
,SÃO JORGE,,2402383,25/10/15 17:00:19,60,40,50
,,,2357896,25-10-15 3:7:09,40,20,25
,OPER S/LINHA,,,25/10/15 13:45:48,40,40,25
ARA,SISTEMA ARAUCARIA,OS096,,,60,60,50
,,,,25-10-15 00:01:1,20,20,0
,V. VERDE,00071,,,40,40,25
000,,00071,,25-10-15 11:39:50,60,60,50
62,,6S578,91634s,25/10/15 03:58:35,80,20,25
222,,97073,92123430389,25/10/15 12:15:43,80,40,75
,OPER S/LINHA,,3457354530660,25-10-15 23:56:35,60,40,0
000,OPER S/LINHA,,,,40,60,25
010,INTERB II ANTI H,,2857397x,25-10-15 00:00:08,80,60,25
68,OPER S/LINHA,08046,2502817,04/09/67 23:00:02,100,40,75
6DLO,INTERBAIRROS I A,2F508,,04/10/24 08:43:06,80,20,25
372,CAMPO ALEGRE,8EK0827,,,60,40,25
M4Z3,UMBARÁ,,2489820,13/12/94 23:33:01,80,20,50
80D3,STA.FEL/SCÂNDIDA,,,25/10/15 20:46:20,60,40,25
000,OPER S/LINHA,67926,,,60,60,50
000,OPER S/LINHA,,532288,25/10/15 11:37:41,80,80,75
321,,71338,2421269,25-10-15 00:21:34,80,40,75
,OPER S/LINHA,,,08/10/28 00:09:00,40,20,25
000,VITÓRIA RÉGIA,25675,450453069071,25/10/15 16:02:27,100,60,75
,,,2421269,25/10/15 16:02:35,40,20,50
224,,50700,2479671,27/11/11 15:55:46,80,20,100
ARA,,,331146207S,01/08/28 13:41:04,60,20,50
793,,,,,20,0,25
000,OPER S/LINHA,DP804,2490125,,80,60,75
000,OPER S/LINHA,,2490125,25-10-15 17:08:05,80,80,50
22E0,,PE993,,25-10-15 4:1:4,60,20,25
,OP. CONTIGENCIA,10065,86449807H,25-10-15 22:4:55,80,40,25
000,OPER S/LINHA,,2493506,25/10/15 13:59:29,80,80,75
O,POMPÉIA / JANAÍNA,,2493506,25-10-15 00:5:05,80,40,25
000,,82574,,25-10-15 23:45:42,60,40,50
168,,,1124453498511,25-10-15 00:00:02,60,40,25
A1O,JD. ITIBERÊ,,,25/10/15 22:59:16,60,40,50
231,,,2145159j,25-10-15 00:52:1,60,40,25
,,BA141,2446385,,40,20,50
,,05012,2446385,,40,20,50
916,,54680,,,40,20,50
OPC,,C0S125,,,40,20,25
371,,,,,20,20,25
515H,,HA026,,,40,20,25
OPC,,,,28/09/71 20:09:16,40,20,50
